lyrics,artist_all,artist_base,rank,song,year,artist_featured,song_clean,artist_clean,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,tempo,time_signature,valence,duration_min,num_words,words_per_sec,num_uniq_words,decade,uniq_ratio,Sexual,Violence,Substance,Language,Sexual_words,Violence_words,Substance_words,Language_words,Explicit_by_def
where would i be without you where would i be without my baby the thought alone might break me and i dont wanna go crazy but every thug need a lady girl it feel like you and i been mourning together inseparable we chose pain over pleasure for that youll forever be a part of me mind body and soul aint no i in we when you cry who wipe your tear when you scared who telling you there nothin to fear girl ill always be there when you need a shoulder to lean on never hesitate knowing you can call on your soul mate and vice versa thats why i be the first to see jacob and frost your wrist up now you owe me i know youre tired of being lonely so baby girl put it on me i only think about you so baby girl put it on me i only think about you so baby girl put it on me yo and i appreciate the rock and gift that you cop me baby and that house on the hill when you drop like on a down payment thinking damn aint life gravy and ever since for my honey i been twice the lady what would i do without the night that you kept me warm when this cold world had a girl caught in a storm and i accept when you riff when you caught in the wrong and respect when you flip cause our love is strong and when you hit the block i watch for and when my pop asleep you snuck in the backdoor baby boy we been down since junior high so when life get hot in july it the world against you and i we ballin tied together and never heart from the heart knew that it would last forever when you told me you would never leave me lonely so baby boy put it on me i only think about you so baby girl put it on me i only think about you so baby girl put it on me since we met it been you and i a tear for a tear baby eye for an eye and you know that my heart gon cry if you leave me lonely cause you not just my love you my homie who gonna console me my love im outta control hold me my love cause im yours and i dont wanna do nothin to hurt my baby girl if this wa our world itd be all yours baby the thought alone might break me and i dont wanna go crazy cause every thug need a lady i feel you baby cause them eye aint lying wash away all the tear there be no more cry and you complete me and i would die if you aint wit me so baby girl put it on me i only think about you so baby girl put it on me i only think about you so baby girl put it on me i only think about you so baby girl put it on me i only think about you so baby girl put it on me,ja rule  featuring  lil' mo  and vita,ja rule,30,put it on me,2001,lil' mo  and vita,put it on me,ja rule,0.00332,0.687,0.785,1,0,1,0.0516,-4.953,0,60,2000/1/1,0.325,186.244,4,0.785,4.38045,535,2.035559513,193,2000,2.772020725,F,F,F,T,,,,damn,T
let get it crunk up on have fun up on up in this dancery we got ya open now ya floatin so you gots to dance for me dont need no hateration holleration in this dancery let get it percolatin while youre waiting so just dance for me come on everybody get on up cause you know we gots to get it crunk mary j is in the spot tonight a imma make it feel alright come on baby just party with me let loose and set your body free leave your situation at the door so when you step inside jump on the floor let get it crunk up on have fun up on up in this dancery we got ya open now ya floatin so you gots to dance for me dont need no hateration holleration in this dancery let get it percolatin while youre waiting so just dance for me it only gonna be about a matter of time before you get loose and start lose your mind cop you a drink go head and rock your ice cause we celebrating no more drama in our life with a dre track pumpin everybodys jumpin go ahead and twist your back and get your body bumpin i told you leave your situation at the door so grab somebody and get your ass on the dance floor let get it crunk up on have fun up on up in this dancery we got ya open now ya floatin so you gots to dance for me dont need no hateration holleration in this dancery let get it percolatin while youre waiting so just dance for me we dont need no hater were just trying to love one another we just want yall have a good time no more drama in your life work real hard to make a dime if you got beef your problem not mine leave all that b outside were gonna celebrate all night let have fun tonight no fight turn that dre track way up high making you dance all night and i got some real heat for ya this time doesnt matter if youre white or black let get crunk cause mary back let get it crunk up on have fun up on up in this dancery we got ya open now ya floatin so you gots to dance for me dont need no hateration holleration in this dancery let get it percolatin while youre waiting so just dance for me,mary j. blige,mary j. blige,31,family affair,2001,,family affair,mary j blige,0.138,0.925,0.56,0,1.19E-05,8,0.0861,-3.795,0,62,2001/1/1,0.0436,92.895,4,0.966,4.431116667,416,1.56469212,142,2000,2.929577465,T,F,F,T,ass,,,ass,T
kore kara minna de mechakucha odotte sawago sawago headbanger hit me hit me hit me hit me yeah gimme some new shit gimme some new shit gimme some new shit gimme some new shit missy be puttin it down im the hottest round i told yall motherfucker yall cant stop me now listen to me now im lastin twenty round and if you want me then come on get me now is you with me now then biggie biggie bounce i know you dig the way i sw sw switch my style holla people sing around now people gather round now people jump around go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go getcha getcha getcha getcha getcha freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go getcha getcha getcha getcha getcha freak on is that your chick people you know me and timbaland been hot since twenty year ago what tha dilly yo now what tha drilly yo if you wanna battle me then let me know holla got to feel it son lemme throw you some people here i come now sweat me when im done we got the radio shook like we got a gun go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go getcha getcha getcha getcha getcha freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go getcha getcha getcha getcha getcha freak on hush your mouth silence when i spit it out in your face open your mouth give you a taste holla aint no stoppin me copy written so dont copy me yall do it sloppily and yall cant come close to me i know you feel me now i know you hear me loud i scream it loud and proud missy gon blow it down people gon play me now in and outta town cause im the best around with this crazy style go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go getcha getcha getcha getcha getcha freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go get your freak on go getcha getcha getcha getcha getcha freak on ichi ni san shi,missy elliott,missy elliott,35,get ur freak on,2001,,get ur freak on,missy elliott,0.533,0.797,0.75,1,0.108,0,0.095,-9.369,1,72,2001/5/14,0.247,177.87,4,0.74,3.518666667,512,2.425161046,133,2000,3.84962406,F,T,F,T,,gun,,"motherfucker, shit",T
i got something to say something to say all right come on can you fill me in what you want what you want me to do baby can you fill me in let talk about it i wa checking this girl next door when her parent went out she phoned said hey boy come on right around so i knock at the door you wa standin with a bottle of red wine ready to pour dressed in long black satin and lace to the floor so i went in then we sat down start kissing caressing told me about jacuzzi sounded interesting so we jumped right in all call diverted to answer phone please leave a message after the tone i mean me and her parent were kind of cool but they ran a fine line between me and you we were just doing thing young people in love do parent tryna find out what we were up to saying why were you creeping round late last night why did i see two shadow moving in your bedroom light now youre dressed in black when i left you were dressed in white can you fill me in call diverted to answer phone red wine bottle half the content gone when i returned jacuzzi turned on can you fill me in whenever the coast wa clear and shed ask me to come out id say hey girl come on right around so she knocked at the door i wa standing with the key in my hand to the four by four jumped in my ride checkin that nobody saw the club we went in we got down bounced bounced to the rhythm saw it wa early morning thought wed better be leavin so i gave you my jacket for you to hold told you to wear it cause you felt cold i mean me and her didnt mean to break the rule i werent trying to play your mum and dad for fool we were just doing thing young people in love do parent tryna find out what we were up to saying why cant you keep your promise no more say youll be home by twelve come strolling in at four out went the girl but leaving with the boy next door can you fill me in wearing a jacket who property said youd been queuing for a taxi but you left all your money on the tv can you fill me in all they seem to do is be checking up on you baby watchin our every move think some day they might approve baby why were you creeping round late last night why did i see two shadow moving in your bedroom light now youre dressed in black when i left you were dressed in white can you fill me in call diverted to answer phone red wine bottle half the content gone when i returned jacuzzi turned on can you fill me in,craig david,craig david,37,fill me in,2001,,fill me in,craig david,0.373,0.683,0.748,0,0.00881,8,0.06,-6.981,1,50,2001,0.0366,132.486,4,0.828,4.286666667,496,1.928460342,199,2000,2.492462312,F,F,T,F,,,wine,,T
kelly can you handle this michelle can you handle this beyonce can you handle this i dont think they can handle this better move cause weve arrived lookin sexy lookin fly baddest chick chick inside dj jam tonight spotted me a tender thang there you are come on baby dont you wanna dance with me can you handle handle me you gotta do much better if youre gonna dance with me tonight you gotta work your jelly if youre gonna dance with me tonight read my lip carefully if you like what you see move groove prove you can hang with me by the look i got you shook up and scared of me buckle your seatbelt it time for takeoff i dont think youre ready for this jelly i dont think youre ready for this jelly i dont think youre ready for this cause my body too bootylicious for ya babe i dont think youre ready for this jelly i dont think youre ready for this jelly i dont think youre ready for this cause my body too bootylicious for ya babe baby can you handle this baby can you handle this baby can you handle this i dont think you can handle this im about to break you off h town goin hard read my hip slap my thigh swing my hair squint my eye lookin hot smellin good groovin like im from the hood over my shoulder i blow you a kiss can you handle handle this i dont think youre ready for this jelly i dont think youre ready for this jelly i dont think youre ready for this cause my body too bootylicious for ya babe i dont think youre ready for this jelly i dont think youre ready for this jelly i dont think youre ready for this cause my body too bootylicious for ya babe move your body up and down make your booty touch the ground i cant help but wonder why my vibe too vibealacious for you babe i shake my jelly at every chance when i whip with my hip you slip into a trance im hoping you can handle all this jelly that i have now let cut a rug while we scat some jazz i dont think youre ready for this jelly i dont think youre ready for this jelly i dont think youre ready for this cause my body too bootylicious for ya babe i dont think youre ready for this jelly i dont think youre ready for this jelly i dont think youre ready for this cause my body too bootylicious for ya babe i dont think youre ready for this jelly i dont think youre ready for this jelly i dont think youre ready for this cause my body too bootylicious for ya babe i dont think youre ready for this jelly i dont think youre ready for this jelly i dont think youre ready for this cause my body too bootylicious for ya babe i dont think youre ready for this jelly i dont think youre ready for this jelly i dont think youre ready for this cause my body too bootylicious for ya babe i dont think youre ready for this jelly i dont think youre ready for this jelly i dont think youre ready for this cause my body too bootylicious for ya baby,destiny's child,destiny's child,42,bootylicious,2001,,bootylicious,destinys child,0.00281,0.84,0.835,0,1.11E-06,1,0.152,-4.386,0,66,2001/5/1,0.275,103.376,4,0.637,3.465116667,562,2.703131689,139,2000,4.043165468,T,F,F,F,sexy,,,,T
hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm chilling in my four point six at the light bout to be vip for the night shorty in the drop top v made a right pull up to her bumper baby beeped twice jumped out the whip like i wa the police didnt have a gun but my wrist said freeze got friday on a dvd shes a baller and im a baller wha what to all my hot girl livin fiesta to all my hot boy livin fiesta to all my chi town nigga fiesta and all my uptown nigga fiesta to all my player and my hustler fiesta and if you sittin on them blade fiesta to all my honies in the club fiesta and if you rollin with a thug fiesta we be off in the club sippin lot red eye deep in the club puffin lye stripper in the back of the club showing live soon a i get a buzz im showing out house on top of the hill counting what whose gonna buy the bar got enough take the hater out in the back rough em up im a baller now wheres my ballers wha what to all my hot girl livin fiesta to all my hot boy livin fiesta to all my chi town nigga fiesta and all my uptown nigga fiesta to all my player and my hustler fiesta and if you sittin on them blade fiesta to all my honies in the club fiesta and if you rollin with a thug fiesta we pop cris on a daily base plus we got honey all up in the place bout to wild out in a major way so put your hand up if you made your pay add a little juice to the tanqueray and let the ice show til it blind her face rockland sittin on capitol hill trackmasters make capital deal now look at gotti iced out with the blingy bling and a big body sittin on them gleamy thing now rockland nigga know the mean of cream kelly r b thug and it sings to king got pj nigga in cabrini green hot chick down to do anything cop them mo chick cop mo brick pop mo cris ay kelly drop mo hit what you know about them cat that be spendin the dough every day drink henny and a bottle of mo ride whip hittin chick blowin twenty on dro to the club thirty deep plenty of ice to show mami say she never rolled in a six before never seen a young cat this rich before yeah kelly made the way for these nigga to blow to all my hot girl livin fiesta to all my hot boy livin fiesta to all my chi town nigga fiesta and all my uptown nigga fiesta to all my player and my hustler fiesta and if you sittin on them blade fiesta to all my honies in the club fiesta and if you rollin with a thug fiesta to all my hot girl livin fiesta to all my hot boy livin fiesta to all my chi town nigga fiesta and all my uptown nigga fiesta to all my player and my hustler fiesta,r. kelly  featuring  jay-z,r. kelly,45,fiesta,2001,jay-z,fiesta,r kelly,0.0103,0.92,0.487,0,0,10,0.0411,-5.578,0,58,2003,0.182,92.836,4,0.806,4.023333333,549,2.274233637,202,2000,2.717821782,F,T,F,T,,gun,,"nigga, nigga",T
hey j j jaded you got your mama style but youre yesterday child to me so jaded you think thats where it at but is that where it supposed to be youre getting it all over me ex rated my my baby blue yeah i been thinking about you my my baby blue yeah youre so jaded and im the one that jaded you hey j j jaded in all it misery it will always be what i love and hated and maybe take a ride to the other side were thinking of well slip into the velvet glove and be jaded my my baby blue yeah im thinking about you my my baby blue yeah im so jaded and baby im afraid of you your thinking so complicated ive had it all up to here but it so overrated love and hated wouldnt trade it love me jaded hey j j jaded there aint no baby please when im shooting the breeze with her when everything you see is a blur and ecstasy what you prefer my my baby blue yeah im talking about you my my baby blue yeah ive been thinking about you my my baby blue yeah youre so jaded baby jaded baby youre so jaded because im the one that jaded you,aerosmith,aerosmith,47,jaded,2001,,jaded,aerosmith,0.005,0.517,0.89,0,1.47E-05,9,0.0824,-4.033,1,61,2001,0.0539,118.009,4,0.632,3.572216667,217,1.012443254,88,2000,2.465909091,F,F,T,F,,,ecstasy,,T
standing here looking out my window my night are long and my day are cold cause i dont have you how can i be so damn demanding i know you said that it over now but i cant let go every day i want to pick up the phone and tell you that youre everything i need and more if only i could find you like a cold summer afternoon like the snow coming down in june like a wedding without a groom im missing you im the desert without the sand youre the woman without a man im a ring without a hand im missing you driving round thought i saw you pas me my rearview mirror playing trick on me cause you fade away maybe im just hallucinating cause my loneliness got the best of me and my heart so weak every day i want to pick up the phone and tell you that youre everything i need and more if only i could find you like a cold summer afternoon like the snow coming down in june like a wedding without a groom im missing you im the desert without the sand youre the woman without a man im a ring without a hand im missing you like a cold summer afternoon like the snow coming down in june like a wedding without a groom im missing you im the desert without the sand youre the woman without a man im a ring without a hand im missing you yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah said im im missing you like a cold summer afternoon like the snow coming down in june like a wedding without a groom im missing you im the desert without the sand youre the one without a man im a ring without a hand im missing you like a cold summer afternoon like the snow coming down in june like a wedding without a groom im missing you im the desert without the sand youre the one without a man im a ring without a hand im missing you like a cold summer afternoon like the snow coming down in june like a wedding without a groom im missing you im the desert without the sand youre the one without a man im a ring without a hand im missing you yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah,case,case,49,missing you,2001,,missing you,case,0.283,0.616,0.552,1,0,1,0.0437,-7.405,0,53,2014/5/27,0.0439,86.299,4,0.774,4.746,423,1.485461441,94,2000,4.5,F,F,F,T,,,,damn,T
lady and gentleman let put our hand together for this dynasty welcome lady and gentleman to the eighth wonder of the world the flow of the century always timeless hov thanks for coming out tonight you couldve been anywhere in the world but youre here with me i appreciate that h to the izz o v to the izz a for shizzle my nizzle used to dribble down in va wa herbing em in the home of the terrapin got it dirt cheap for them plus if they wa short with cheese i would work with them brought in weed got rid of that dirt for them wasnt born hustler i wa birthing em h to the izz o v to the izz a for sheezy my neezy keep my arm so breezy cant leave rap alone the game need me hater want me clapped in chrome it aint easy cop want to knock me d a want to box me in but somehow i beat them charge like rocky h to the izz o v to the izz a not guilty he who doe not feel me is not real to me therefore he doesnt exist so poof vamoose son of a bitch h to the izz o v to the izz a for shizzle my nizzle used to dribble down in va h to the izz o v to the izz a thats the anthem getcha damn hand up h to the izz o v to the izz a not guilty yall got to feel me h to the izz o v to the izz a thats the anthem getcha damn hand up i do this for my culture to let them know what a nigga look like when a nigga in a roaster show them how to move in a room full of vulture industry is shady it need to be taken over label owner hate me im raising the status quo up im overcharging nigga for what they did to the cold crush pay u like you owe u for all the year that you hoed u we can talk but money talk so talk mo buck h to the izz o v to the izz a for shizzle my nizzle used to dribble down in va h to the izz o v to the izz a thats the anthem getcha damn hand up h to the izz o v to the izz a not guilty yall got to feel me h to the izz o v to the izz a thats the anthem getcha damn hand up hov is back life story told through rap nigga acting like i sold you crack like i told you sell drug no hov did that so hopefully you wont have to go through that i wa raised in the project roach and rat smoker out back sellin their mama sofa lookout on the corner focused on the ave lady in the window focused on the kinfolk me under a lamppost why i got my hand closed crack in my palm watching the long arm of the law so you know i seen it all before ive seen hoop dream deflate like a true fiend weight to try and to fail the two thing i hate succeed and this rap game the two thing thats great h to the izz o v to the izz a what else can i say about dude i get bu sy h to the izz o v to the izz a for shizzle my nizzle used to dribble down in va h to the izz o v to the izz a thats the anthem getcha damn hand up h to the izz o v to the izz a not guilty yall got to feel me h to the izz o v to the izz a thats the anthem getcha damn hand up h to the izz o v to the izz a h to the izz o v to the izz a h to the izz o v to the izz a h to the izz o v to the izz a,jay-z,jay-z,52,izzo (h.o.v.a.),2001,,izzo hova,jay z,0.00195,0.658,0.91,1,1.54E-05,7,0.158,-3.499,1,57,2004/11/30,0.316,92.332,4,0.494,2.747783333,689,4.179126205,234,2000,2.944444444,F,F,T,T,,,"weed, drug","nigga, damn, bitch, nigga",T
ooh i dont want i dont need i cant stand no minute man i dont want no minute man ooh here your chance be a man take my hand understand i dont want no minute man ooh ooh ooh ah ah ooh ooh ah boy imma make you love me make you want me and imma give you some attention tonight now follow my intuition what youre wishin see imma keep you up all night for a long time so start countin away break me off show me what you got cause i dont want no one minute man break me off show me what you got cause i dont want no one minute man break me off show me what you got cause i dont want no one minute man break me off show me what you got cause i dont want no tonight imma give it to you throw it to you i want you to come prepared ohh yeah boy it been a long time a crazy long time and i dont want no minute man and thats real give it to me some more break me off show me what you got cause i dont want no one minute man break me off show me what you got cause i dont want no one minute man break me off show me what you got cause i dont want no one minute man break me off show me what you got cause i dont want no it time to set your clock back bout a long a you can i stop daylight it ludacris the maintenance man get your oil changed i check fluid and transmission you one minute fool you wonder why yall missin on the back of milk carton and there no reward no regard close but it no cigar a hard head make a soft ass but a hard dick make the sex last i jump in pool and make a big splash water overflowin so get your head right it all in your mind punk so keep your head tight enough with tip and advice and thangs im big dog havin woman seein stripe and thangs they go to sleep start snorin countin sheep and shit they so wet that they body start to leak and shit just cause im an all nighter shoot all fire ludacris balance and rotate all tire ooh i dont want i dont need i cant stand no minute man i dont want no minute man ooh here your chance be a man take my hand understand i dont want no minute man break me off show me what you got cause i dont want no one minute man break me off show me what you got cause i dont want no one minute man break me off show me what you got cause i dont want no one minute man break me off break me off break me off cause i dont want no one minute man you know lil mama aint with that quick shit you better break me off stiff tongue or stiff dick one minute two minute three minute hell naw to please me you gotta sleep in it i see you talk a good game and you play hard but if i put this thing on ya can you stay hard if not you better keep your day job cause im looking for a man to make me say god im off glass and you know this ill work your ass out like aerobics so baby stay focused start off slow and then speed it up baby show me what you got is you a g or what if you cant beat it up then eat it up put a cherry on top whip cream it up what break me off show me what you got cause i dont want no one minute man break me off show me what you got,missy elliott  featuring  ludacris,missy elliott,57,one minute man,2001,ludacris,one minute man,missy elliott,0.0266,0.622,0.669,1,2.97E-06,9,0.152,-8.419,1,55,2001/5/14,0.329,93.839,4,0.57,4.21645,659,2.60487693,198,2000,3.328282828,T,F,F,T,"ass, dick, sex",,cigar,"shit, ass",T
you know what time it is nigga and you know who the fuck this is danger danger get on the floor the nigga right chea sing it since he been on show me what it is that you want to see go tell the dj to put my shit on im keeping you nigga and bitch in jump from the minute i get on taking they shirt off showing they tattoo screaming and hollering and all got the gift to come up with it put it together deliver it make them feel it bitch i been on sharp like you pulled me out the pencil sharpener bad like that student in the principal office put rapper in coffin they dive like dolphin im the damnedest lyrical marvel you come across often so watch yourself or fuck around and get beside yourself i know go head though bounce them titty shake that ass drop that pussy but stay in line ho fuck i cant cause you can can cocked up head down pussy popping on a handstand leave that pussy smoking if you gon do something then bend over and bust that pussy open since he been on show me what it is that you want to see since he been on so please show me what it is that you want to see my fucking concert line around the corner parking car nigga looking for they bitch nothing on her you looking good momma why pssh whats up homie siren limousine and the club owner ya bitch you if you late aint no getting in this bitch cause it filling up inside packed from the floor to the ceiling up the building aint big enough im backstage bouncing adrenaline building up the pussy cutter did i stutter the heart flutter make your woman drawer melt like butter down like nelly im hype like belly the rhyme seller kick ass like jim kelly stand up round out boot up and frown tell a nigga if he wanna try it then bitch come on down no sweat no blood no tear and if i tell you it the shit then bitch thats what it is since he been on show me what it is that you want to see since he been on show me what it is that you want to see danger talking bout danger motherfucker look get on the flo the nigga right chea danger motherfucker watch your back danger look look nigga what look look get on the flo the nigga right chea get em up danger talking bout danger motherfucker look get on the flo the nigga right chea danger motherfucker watch your back danger look look nigga what look look get on the flo the nigga right chea get em up i wanna see these fake rapper get off the mic gimme my room you grabbed my space look out you all in my life watch out man im ripping a solo i jump in the show the rest are no more threw lyrical bolo head butt and rhyme elbow get off me tip toe wild slow wild softly hurry up you might not be able to do that shortly aint trying to forget the chea the whole crowd screaming out danger danger since he been on show me what it is that you want to see since he been on show me what it is that you want to see danger danger get on the floor the nigga right here,mystikal  featuring  nivea,mystikal,58,danger (been so long),2001,nivea,danger been so long,mystikal,0.211,0.92,0.861,0,2.59E-05,7,0.0288,-5.435,1,49,2000/9/26,0.218,97.969,4,0.718,3.523333333,585,2.767265847,225,2000,2.6,T,F,F,T,ass,,,"nigga, motherfucker, fuck, shit, bitch, nigga, ass",T
once i thought that love wa something i could never do never knew that i could feel this much but this yearning in the deep part of my heart for you is more than a reaction to your touch it a perfect passion and i cant get enough the way you look the way you laugh the way you love with all you have there aint nothing bout you that dont do something for me the way you kiss the way you cry the way you move when you walk by there aint nothing bout you that dont do something for me in my life ive been hammered by some heavy blow that never knocked me off my foot all you gotta do is smile at me and down i go and baby it no mystery why i surrender girl you got everything the way you look the way you laugh the way you love with all you have there aint nothing bout you that dont do something for me the way you kiss the way you cry the way you move when you walk by there aint nothing bout you that dont do something for me i love your attitude your rose tattoo your every thought your smile you lip and girl the list go on and on and on the way you look the way you laugh the way you love with all you have there aint nothing bout you that dont do something for me the way you kiss the way you cry the way you move when you walk by there aint nothing bout you that dont do something for me the way you look the way you laugh the way you love with all you have your dance your drive you make me feel alive the way you talk the way you tease right now i think you see there aint nothing bout you that dont do something for me,brooks & dunn,brooks and dunn,71,ain't nothing 'bout you,2001,,aint nothing bout you,brooks and dunn,0.144,0.326,0.887,0,1.35E-06,9,0.49,-4.199,0,55,2009/9/3,0.0565,202.354,4,0.706,3.321233333,325,1.63092024,100,2000,3.25,T,F,F,F,tease,,,,T
cadillac grill cadillac mill check out the oil my cadillac spill matter of fact candy paint cadillacs kill so check out the hoe my cadillac fill inch wide inch high ho dont you like my inch ride inch thigh make inch eye hoping for american inch pie pretty ass clothes pretty ass toe oh how i love these pretty ass hoe pretty ass high class anything go catch em in the club throwing pretty ass bow long john drawer long john stall any stank pus make my long john pause woman on their cell making long john call and if they like to juggle get long john ball all my player in the house that can buy the bar and the ballin ass nigga with the candy car if you a pimp and you know you dont love them hoe when you get on the floor all my woman in the house if you chasing cash and you got some big titty with a matching ass with your fly ass boot or your open toe when you get on the floor dirty south mind blowing dirty south bread catfish fried up dirty south fed sleep in a cot picking dirty south bed dirty south gurrls give me dirty south head hand me down flip flop hand me down sock hand me down drug dealer hand me down rock hand me down a pack swisher sweet box and goodfella rich nigga hand me down stock mouth full of platinum mouth full of gold glock cal keep your mouth on hold lie through your teeth you could find your mouth cold and rip out your tongue cause of what your mouth told sweat for the lemonade sweat for the tea sweat from the hot sauce sweat from the d and you can sweat from a burn in the rd degree and if you sweat in your sleep then you sweat from me all my player in the house that can buy the bar and the ballin ass nigga with the candy car if you a pimp and you know you dont love them hoe when you get on the floor all my woman in the house if you chasing cash and you got some big titty with a matching ass with your fly ass boot or your open toe when you get on the floor hit by star hit by car drunk off the liquor getting hit by bar keep your girl close cause shes a hit by far hit by the neptune hit by guitar afro pick afro chick i let my soul glow from my afro dick rabbit out the hat pulling afro trick afro american afro thick overall country overall jean overall georgia we overall clean southern hospitality or overall mean overall triple overall beam thugged out nigga wear thugged out chain thugged out block playing thugged out game all black tinted up thugged out rangedtp stay doing thugged out thangs all my player in the house that can buy the bar and the ballin ass nigga with the candy car if you a pimp and you know you dont love them hoe when you get on the floor all my woman in the house if you chasing cash and you got some big titty with a matching ass with your fly ass boot or your open toe when you get on the floor all my player in the house that can buy the bar and the ballin ass nigga with the candy car if you a pimp and you know you dont love them hoe when you get on the floor all my woman in the house if you chasing cash and you got some big titty with a matching ass with your fly ass boot or your open toe when you get on the floor,ludacris,ludacris,77,southern hospitality,2001,,southern hospitality,ludacris,0.043,0.628,0.9,1,0,0,0.0884,-4.877,1,50,2000/1/1,0.258,94.992,4,0.625,5.01555,646,2.146657229,218,2000,2.963302752,T,F,T,T,"ass, dick",kill,"drug, liquor","nigga, nigga, ass",T
yea yea yea where all my uhh yea cmon cmon uhh to all my lady that be givin it up uh to everybody that be livin it up we say to all my lady that be givin it up ah cmon baby this aint your typical everyday one night thing it a physical ima love you tonight thing love callin your name put your phone in the range and roll over i just really wanted to hold ya time to know ya thats a good chick before it all over ima meat this chick probably treat this chick mo betta cause if you aint know thug and lady go together poppin my collar patnah who in the spot baby rule in the spot and the mug and the watch ugly half the hoe hate me half them love me the one that hate me only hate me cause they dont trust me and they say im lucky you think i got time to blow all this dough and do all these show or flight in the llama chargin white roll uh oh another episode what do i do to everybody that be livin it up we say what i do and all my lady that be givin it up uhh what you do to everybody that be livin it up we say what do i do and all my lady that be givin it up uhh my love for you cmon lady just wanna hold a name miss atkins thats why they show love with mo passion than average and i aint mad at never leave you alone cause the song when im home like the song when im gone we both grown both got mind of our own plus we hit it off like first sight in love jones been in many zone baby love it all hate it all from prissy woman to woman who go to shadow but you know the rule be livin it up and got all yall givin it up i like a little ooh baby how cute are you with a body that ride on sexual i got a stick ill ride right next to you do a doughnut and cut then ill open it up on the freeway hand on the wheel foot on the clutch rule baby not givin it up what do i do to everybody that be livin it up we say what i do and all my lady that be givin it up uhh what you do to everybody that be livin it up we say what do i do and all my lady that be givin it up uhh my love for you cmon cmon we get right cmon we get live cmon we get right live yo life love you so sexy i just want you next to me your whole vibe like you high on ecstasy cause it aint nuttin but a e thang bay bay i know the pussy wet like crazy i wanna feel your passion come when you askin laugh when you cryin cry when you laughin but aint nothing happenin a girl got a little uptight turned off the light and then started crashin the radio blastin between me and you but you aint on the low with that freaky thing you do girl i thought you knew cause it aint a good night if you dont aint right like teddy p let turn off the light and grind it out takin no time out til the sun come out let me find out what do i do to everybody that be livin it up we say what i do and all my lady that be givin it up uhh what you do to everybody that be livin it up we say what do i do and all my lady that be givin it up uhh my love for you cmon to everybody that be livin it up we say what i do and all my lady that be givin it up uhh what you do to everybody that be livin it up we say what do i do and all my lady that be givin it up uhh my love for you cmon cmon we get right cmon we get live cmon we get right it my time rule baby yeah do a roll what do i do low key we out we out,ja rule  featuring  case,ja rule,79,livin' it up,2001,case,livin it up,ja rule,0.064,0.875,0.771,0,0,6,0.0393,-4.052,1,51,2001/1/1,0.321,106.022,4,0.642,4.28555,734,2.854553869,227,2000,3.233480176,T,F,T,F,sexy,,ecstasy,,T
it a m im just getting in about to check my message no one ha called but my homies and some bill collector cellular ring somebody want to borrow money i two way her she dont hit me back something is funny so i called her mother house and asked her ha she seen my baby roll my six around looking for that missing lady got back in turned the tv on and caught the news then i put my hand on my head cause im so confused and then i turned the tv down cause i thought i heard a squeaky sound somethings going on upstairs and i know nobody else life here bump bump bump a i get closer to the stairway all i hear then i hear my baby voice in my ear screaming out youre contagious touch me baby give me what you got i ran downstairs looked in the closet looking for that ooo said a prayer cause only god know what im gonna do what i saw wa enough to drive a preacher wild im in the hall contemplating not in my own damn house who would have thought she wa creeping with another man the down low happening to me all over again and then i turned the tv down cause i know i heard a squeaky sound something going on upstairs cause i know no one else life here bump bump bump a i get closer to the stairway all i hear then i hear my baby voice in my ear screamin ron what the hell is going on between the sheet in my home chante baby wait let me explain before you start to point your cane ron girl im about to have a fit r kelly oh it about to be some shit how did i get in to this should have never came home with this bitch ron low down dirty woman back to where you come from chante but baby wait ron but wait my ass hit the street your ass is grass r kelly now mister biggs before youre done ron wait how you know my name son chante honey wait i wa gonna tell you ron move this cat look real familiar hmmm now dont i know you from somewhere a long time ago r kelly no no i dont think so ron yeah yeah i feel i know you brother very well r kelly no no youre mistaking me for somebody else chante frank ron shut up cant you see two men are talking chante but ron thought i told your ass to get to walking now i think you all better leave this place cause im about to catch a case,the isley brothers  featuring  r. kelly  and  chant̩ moore,the isley brothers,81,contagious,2001,r. kelly  and  chant̩ moore,contagious,the isley brothers,0.244,0.697,0.447,0,0,4,0.148,-7.498,0,51,2001/1/1,0.0409,113.034,4,0.207,5.77445,458,1.321915218,211,2000,2.170616114,T,F,F,T,ass,,,"shit, damn, bitch, ass",T
